eip_id,customer_key,sys_creation_date,sys_update_date,operator_id,application_id,dl_service_code,dl_update_stamp,customer_id,subscriber_id,offer_id,dynamic_attributes,device_plan_start_date,device_plan_end_date,total_inst_no,plan_status,total_amount,total_billed_amount,billed_inst_no,last_cyc_seq,accelerate_ind,accelerated_inst_no,exchanged_eip,dpp_type,channel,offer_instance_id
1502,26,2025-01-02 11:56:22,2025-01-02 11:56:22,123,AppID ,serv ,,1000000426,2481,8415197,BA number=1000000197#Device discount amount=0.00#Device discount tax amount=0.00#Device tax amount=40.00#Device type=Phone#Down payment=0.00#IMEI=50118621600297894#Installment amount=13.88#Last Invoice Date for DPP=#Long term amount=486.11#OffInst=10001703#Partial Acceleration=0#Refund Amount=#SPS Catalog ID=88626135#Short term amount=166.56#ThreadId=140540003718912#Total device price=499.99#Transaction amount=#Transaction date=#Transaction type=#origInstallmentNumber=36#,2025-04-03 00:00:00,2028-02-03 00:00:00,36,In progress                     ,499.99,13.88,1,684,N,0,0,0,,10001703
